3Alpha_Code,Taxonomic_Code,Scientific_Name1,Name_en,Name_fr,Name_es,Name_ar,Name_cn,Name_ru,Scientific_Name,Author,Family_Group,Order_Group,Major_Group,Yearbook_Group,ISSCAAP_Group,CPC_Group,CPCdiv_Group
SON,1090100203,Somniosus pacificus,Pacific sleeper shark,Laimargue dormeur,Tollo negro dormilÃ_n,Ù‚Ø±Ø´ Ø±Ø§Ù‚Ø¯ Ù„Ù„Ù…Ø_Ù_Ø· Ø§Ù„Ù‡Ø§Ø¯Ø_,å_ªå__æ´‹çù¡é_¨,,Somniosus pacificus,Bigelow & Schroeder 1944,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CHZ,1090100301,Cirrhigaleus asper,Roughskin spurdog,,,,,,Cirrhigaleus asper,(Merrett 1973),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CHF,1090100302,Cirrhigaleus barbifer,Mandarin dogfish,Squale moustache,Tollo mandarÃ_n,ÙƒÙ„Ø¨ Ø§Ù„Ø¨Ø_Ø± Ø´Ø§Ø±Ø¨,é_»é¡»è§’é_¨,,Cirrhigaleus barbifer,Tanaka 1912,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EUZ,1090100401,Euprotomicroides zantedeschia,Taillight shark,Squale Ã  queue claire,Tollo rabo claro,Ù‚ÙêØ±Ø´ Ø°Ùˆ Ø°Ù_Ù„ Ù…ÙèØ¶Ù_Ø_,äº®å°_æ‹Ÿå°èé_çé_¨,,Euprotomicroides zantedeschia,Hulley & Penrith 1966,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HYY,1090100501,Heteroscymnoides marleyi,Longnose pygmy shark,Squale mignon,Tollo pigmeo trompudo,Ù‚ÙêØ±Ø´ Ù‚Ø_Ù…Ù_Ù‘ Ø·ÙˆÙ_Ù„ Ø§Ù„Ø£Ù†ÙÅ,é•¿åê»ä_èå„’å_‚é__è§’é_¨,,Heteroscymnoides marleyi,Fowler 1934,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QUB,1090100701,Squalus blainville,Longnose spurdog,Aiguillat coq,Galludo,Ù‚ÙêØ±Ø´ Ø§Ù„Ø¥ Ø_ÙƒÙ†Ø¯Ø± Ø·ÙˆÙ_Ù„ Ø§Ù„Ø£Ù†ÙÅ,å‹ƒæ°èè§’é_¨,,Squalus blainville,(Risso 1827),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QUC,1090100702,Squalus cubensis,Cuban dogfish,Aiguillat cubain,Galludo cubano,ÙƒÙ„Ø¨ Ø§Ù„Ø¨Ø_Ø± ÙƒÙèÙˆØ¨Ù_,åè_å·´è§’é_¨,,Squalus cubensis,Howell Rivero 1936,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QUJ,1090100703,Squalus japonicus,Japanese spurdog,Aiguillat togari,Galludo japones,Ù‚ÙêØ±Ø´ Ø§Ù„Ø¥Ø_ÙƒÙ†Ø¯Ø± Ù_Ø§Ø¨Ø§Ù†Ù_,æ—¥æœ¬è§’é_¨,,Squalus japonicus,Ishikawa 1908,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DGS,1090100704,Squalus acanthias,Picked dogfish,Aiguillat commun,Mielga,,,___°Ñ‚Ñ€_°__ (=_°_ºÑƒ_»_° _º___»Ñ_Ñ‡_°Ñè ___±Ñ‹_º_______µ_____°Ñè),Squalus acanthias,Linnaeus 1758,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QUK,1090100705,Squalus mitsukurii,Shortspine spurdog,Aiguillat Ã©pinette,Galludo espinilla,Ù‚ÙêÙêØ±Ø´ Ø§Ù„Ø¥Ø_ÙƒÙ†Ø¯Ø± Ø´ÙèÙˆÙ_ÙƒØ©,é•¿åê»è§’é_¨,,Squalus mitsukurii,Jordan & Snyder 1903,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QUR,1090100706,Squalus rancureli,Cyrano spurdog,Aiguillat cyrano,Galludo cirano,Ø_Ù…ÙƒØ© Ø§Ù„Ø¥Ø_ÙƒÙ†Ø¯Ø± Ø_ÙêÙ_Ø±Ø§Ù†Ùˆ,çª„åê»è§’é_¨,,Squalus rancureli,Fourmanoir & Rivaton 1979,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QUN,1090100707,Squalus melanurus,Blacktailed spurdog,Aiguillat Ã  queue noire,Galludo cola negra,Ø_Ù…ÙƒØ© Ø§Ù„Ø¥Ø_ÙƒÙ†Ø¯Ø± Ø£Ø_ÙˆØ¯ Ø§Ù„Ø°Ù‘Ù_Ù_Ù„,é»‘å°_è§’é_¨,,Squalus melanurus,Fourmanoir & Rivaton 1979,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DOP,1090100708,Squalus megalops,Shortnose spurdog,Aiguillat nez court,Galludo Ã±ato,,,,Squalus megalops,(Macleay 1881),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QYW,1090100709,Squalus suckleyi,Spotted spiny dogfish,,,,,,Squalus suckleyi,(Girard 1855),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DGZ,10901007XX,Squalus spp,Dogfishes nei,Aiguillats nca,Mielgas nep,,,,Squalus spp,,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GUP,1090100801,Centrophorus granulosus,Gulper shark,Squale-chagrin commun,Quelvacho,,,,Centrophorus granulosus,(Bloch & Schneider 1801),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CPU,1090100802,Centrophorus uyato,Little gulper shark,Petit squale-chagrin,Galludito,Ù‚ÙêØ±Ø´ ØµØºÙ_Ø± Ø_Ø_Ù_Ù†,å°èåˆºé_¨,,Centrophorus uyato,(Rafinesque 1810),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GUQ,1090100803,Centrophorus squamosus,Leafscale gulper shark,Squale-chagrin de l'Atlantique,Quelvacho negro,,,,Centrophorus squamosus,(Bonnaterre 1788),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CPL,1090100804,Centrophorus lusitanicus,Lowfin gulper shark,Squale-chagrin longue dorsale,Quelvacho lusitÃ¡nico,Ù‚ÙêØ±Ø´ Ø_Ø_Ù_Ù† Ø·ÙˆÙ_Ù„ Ø§Ù„Ø_Ù‘Ù_Ø_Ù†ÙÅØ© Ø§Ù„Ø¸Ù‘Ù‡Ø±Ù_Ø©,ä__é_çåˆºé_¨,,Centrophorus lusitanicus,Bocage & Capello 1864,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CEA,1090100805,Centrophorus acus,Needle dogfish,Squale-chagrin aiguille,Quelvacho agujon,ÙƒÙ„Ø¨ Ø§Ù„Ø¨Ø_Ø± Ø´Ù_ÙˆÙƒØ©,å°–é_çåˆºé_¨,,Centrophorus acus,Garman 1906,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CEU,1090100806,Centrophorus harrissoni,Dumb gulper shark,Squale-chagrin bilimÃ©lÃ©,Quelvacho galludo,Ù‚ÙêØ±Ø´ Ø_Ù_Ø_Ù_Ù† Ø£Ù_Ø®Ù’Ø±Ù_Ø_,å“ˆæ°èåˆºé_¨,,Centrophorus harrissoni,McCulloch 1915,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CEM,1090100807,Centrophorus moluccensis,Smallfin gulper shark,Squale-chagrin cagaou,Quelvacho de aleta corta,Ù‚ÙêØ±Ø´ Ø_Ø_Ù_Ù† ØµØºÙ_Ø± Ø§Ù„Ø£Ø¬Ù†Ø_Ø©,å°èé_çåˆºé_¨,,Centrophorus moluccensis,Bleeker 1860,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CEK,1090100808,Centrophorus niaukang,Taiwan gulper shark,Squale-chagrin quelvacho,Quelvacho chino,Ù‚ÙêØ±Ø´ Ø_Ø_Ù_Ù† ØªØ§Ù_ÙˆØ§Ù†Ù_,åè°æ__åˆºé_¨,,Centrophorus niaukang,Teng 1959,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CEE,1090100809,Centrophorus tessellatus,Mosaic gulper shark,Squale-chagrin mosaÃ¯que,Quelvacho mosaico,Ù‚ÙêØ±Ø´ Ø_Ø_Ù_Ù† ÙÅÙèØ_Ù_Ù_ÙÅÙêØ_Ø§Ø¡,é”¯åˆºåˆºé_¨,,Centrophorus tessellatus,Garman 1906,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GVA,1090100810,Centrophorus atromarginatus,Blackfin gulper shark,,,,,,Centrophorus atromarginatus,Garman 1913,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GVI,1090100811,Centrophorus isodon,Black gulper shark,,,,,,Centrophorus isodon,"(Chu, Meng & Liu 1981)",SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CWO,10901008XX,Centrophorus spp,Gulper sharks nei,Squales-chagrins nca,Quelvachos nep,,,,Centrophorus spp,,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETX,1090101001,Etmopterus spinax,Velvet belly,Sagre commun,Negrito,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ Ø´Ø§Ø_Ø_,é»‘è…_é¸Ÿé_¨,,Etmopterus spinax,(Linnaeus 1758),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETB,1090101002,Etmopterus bigelowi,Blurred smooth lantern shark,,,,,,Etmopterus bigelowi,Shirai & Tachikawa 1993,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETH,1090101003,Etmopterus brachyurus,Shorttail lanternshark,Sagre porte-feu Ã  queue courte,Tollo lucero mocho,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_  Ù‚ØµÙêÙ_Ø± Ø§Ù„Ø°Ù‘Ù_Ù„,çŸ_å°_é¸Ÿé_¨,,Etmopterus brachyurus,Smith & Radcliffe 1912,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETU,1090101004,Etmopterus bullisi,Lined lanternshark,Sagre chien,Tollo lucero rayado,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ ÙƒÙ„Ø¨,å¸ƒæ°èé¸Ÿé_¨,,Etmopterus bullisi,Bigelow & Schroeder 1957,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETR,1090101005,Etmopterus princeps,Great lanternshark,Sagre rude,Tollo lucero raspa,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ Ø®Ù_Ø´ÙçÙ†,åˆºé__é¸Ÿé_¨,,Etmopterus princeps,Collett 1904,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETP,1090101006,Etmopterus pusillus,Smooth lanternshark,Sagre nain,Tollo lucero liso,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ Ù„Ù_Ù‘ÙêÙ†,å…‰é__é¸Ÿé_¨,,Etmopterus pusillus,(Lowe 1839),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETI,1090101007,Etmopterus gracilispinis,Broadbanded lanternshark,Sagre rubanÃ©,Tollo lucero bandoneado,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ Ù…ÙèÙˆØ´Ù‘Ù_Ø_,å®_å¸_é¸Ÿé_¨,,Etmopterus gracilispinis,Krefft 1968,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETM,1090101008,Etmopterus granulosus,Southern lanternshark(Lucifer),Sagre long nez,Tollo negro narigÃ_n,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ Ø¬Ù†ÙˆØ¨Ù_,åç—æ–_é¸Ÿé_¨,,Etmopterus granulosus,(GÃ_nther 1880),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETN,1090101009,Etmopterus hillianus,Carribean lanternshark,Sagre antillais,Tollo lucero antillano,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ ÙƒØ§Ø±Ø§Ù_Ø¨Ù_,å_ å‹’æ¯”é¸Ÿé_¨,,Etmopterus hillianus,(Poey 1861),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETF,1090101010,Etmopterus lucifer,Blackbelly lanternshark,Sagre lucifer,Tollo lucero diablo,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ Ø´Ù_Ø·Ø§Ù†Ù_,äº®é¸Ÿé_¨,,Etmopterus lucifer,Jordan & Snyder 1902,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETL,1090101011,Etmopterus molleri,Mollers lantern shark,,,,,,Etmopterus molleri,(Whitley 1939),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETT,1090101012,Etmopterus polli,African lanternshark,Sagre Ã  menton lisse,Tollo lucero africano,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ Ø¥ÙÅØ±Ù_Ù‚Ù_,éù_æ´_é¸Ÿé_¨,,Etmopterus polli,"Bigelow, Schroeder & Springer 1953",SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETZ,1090101013,Etmopterus schultzi,Fringfin lanternshark,Sagre Ã  nageoires frangÃ©es,Tollo lucero franjeado,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ Ø°Ùˆ Ø£Ø¬Ù†ÙêØ_Ø© Ù…ÙèÙ‡Ù’Ø¯Ù_Ø¨Ù_Ø©,èˆ’æ°èé¸Ÿé_¨,,Etmopterus schultzi,"Bigelow, Schroeder & Springer 1953",SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETQ,1090101014,Etmopterus sentosus,Thorny lanternshark,Sagre Ã©pineux,Tollo lucero espinudo,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ Ù…ÙèØ´ÙˆÙ‘Ù_Ùƒ,ç_—é__é¸Ÿé_¨,,Etmopterus sentosus,"Bass, D'Aubrey & Kistnasamy 1976",SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETK,1090101015,Etmopterus splendidus,Splendid lanternshark,,,,,,Etmopterus splendidus,Yano 1988,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETJ,1090101016,Etmopterus unicolor,Brown lanternshark,Sagre brun,Tollo lucero marrÃ_n,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ Ø¨ÙèÙ†Ù‘ÙêÙ_,è_êé¸Ÿé_¨,,Etmopterus unicolor,(Engelhardt 1912),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETV,1090101017,Etmopterus villosus,Hawaiian lanternshark,Sagre diablotin,Tollo lucero de Hawaii,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ Ù‡Ø§ÙˆØ§Ù_Ù_,å_èå¨Åå_·é¸Ÿé_¨,,Etmopterus villosus,Gilbert 1905,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETW,1090101018,Etmopterus virens,Green lanternshark,Sagre vert,Tollo lucero verde,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ Ø£Ø®Ø¶Ø±,å¢¨è¥¿å“¥é¸Ÿé_¨,,Etmopterus virens,"Bigelow, Schroeder & Springer 1953",SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETE,1090101021,Etmopterus compagnoi,,,,,,,Etmopterus compagnoi,Fricke & Koch 1990,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ETO,1090101022,Etmopterus decacuspidatus,Combtoothed lanternshark,Sagre filtre,Tollo lucero peine,Ù‚ÙêØ±Ø´ ÙÅØ§Ù†ÙˆØ_ Ù…ÙêØµÙÅØ§Ø©,æµ·åç—é¸Ÿé_¨,,Etmopterus decacuspidatus,Chan 1966,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SHL,10901010XX,Etmopterus spp,Lanternsharks nei,Sagres nca,Tollos lucero nep,,,,Etmopterus spp,,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ISB,1090101101,Isistius brasiliensis,Cookie cutter shark,Squalelet fÃ©roce,Tollo cigarro,Ù‚ÙêØ±Ø´ Ø¬ÙèØ±Ø_ Ù‚ÙèØ±Øµ,å·´è¥¿è__æ‘©é_¨,,Isistius brasiliensis,(Quoy & Gaimard 1824),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ISP,1090101102,Isistius plutodus,Largetooth cookiecutter shark,Squalelet dentu,Tollo cigarro dentÃ_n,Ù‚ÙêØ±Ø´ Ø¬ÙèØ±Ø_ Ù‚ÙèØ±Øµ Ø°Ùˆ Ø£Ø_Ù†Ø§Ù† Ø_Ø±Ù_Ø¶Ø©,å_§é_¿è__æ‘©é_¨,,Isistius plutodus,Garrick & Springer 1964,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EUP,1090101201,Euprotomicrus bispinatus,Pygmy shark,Squale pygmÃ©e,Tollo pigmeo,Ù‚ÙêØ±Ø´ Ù‚Ø_ÙêÙ…Ù_Ù‘,ç™_è__å°èé_çé_¨,,Euprotomicrus bispinatus,(Quoy & Gaimard 1824),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DCA,1090101401,Deania calcea,Birdbeak dogfish,Squale savate,Tollo pajarito,ÙƒÙ„Ø¨ Ø§Ù„Ø¨Ø_Ø± Ø£Ø®Ø±Ù‚,å–™åê»ç”°æ°èé_¨,_ê_ºÑƒ_»_° _»___¿_°Ñ‚______ÑÅ_°Ñè,Deania calcea,(Lowe 1839),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SDH,1090101402,Deania hystricosa,Rough longnose dogfish,Squale-savate rude,Tollo raspa,ÙƒÙ„Ø¨ Ø§Ù„Ø¨Ø_Ø± Ø·ÙˆÙ_Ù„ Ø§Ù„Ø£Ù†ÙÅ Ø®Ø´Ù†,ç_—çº_ç”°æ°èé_¨,,Deania hystricosa,(Garman 1906),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SDU,1090101403,Deania profundorum,Arrowhead dogfish,Squale-savate lutin,Tollo flecha,ÙƒÙ„Ø¨ Ø§Ù„Ø¨Ø_Ø± Ù…ÙèØªÙ_Ù‚Ù‘ÙêØ¸,ç®_å_´ç”°æ°èé_¨,,Deania profundorum,(Smith & Radcliffe 1912),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SDQ,1090101404,Deania quadrispinosa,Longsnout dogfish,,,,,,Deania quadrispinosa,(McCulloch 1915),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DNA,10901014XX,Deania spp,Deania dogfishes nei,Squales-savates nca,Tollos Deania nep,,,,Deania spp,,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
YSA,1090101501,Scymnodalatias albicauda,Whitetail dogfish,,,,,,Scymnodalatias albicauda,Taniuchi & Garrick 1986,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
YSS,1090101502,Scymnodalatias sherwoodi,Sherwood dogfish,Squale-grogneur chien,Bruja de Canterbury,ÙƒÙ„Ø¨ Ø§Ù„Ø¨Ø_Ø± Ù…ÙèØªØ°Ù_Ù…Ù‘ÙêØ±,å¸Œæ°èæ‹Ÿé“ é_¨,,Scymnodalatias sherwoodi,(Archey 1921),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CYO,1090101601,Centroscymnus coelolepis,Portuguese dogfish,Pailona commun,Pailona,ÙƒÙ„Ø¨ Ø§Ù„Ø¨Ø_Ø± Ø¨Ø±ØªØºØ§Ù„Ù_ Ø´Ø§Ø_Ø_,è…”é__èç†é_¨,_ê_ºÑƒ_»_° _¿__Ñ€Ñ‚Ñƒ___°_»ÑŒÑÅ_º_°Ñè,Centroscymnus coelolepis,Bocage & Capello 1864,SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CYP,1090101602,Centroscymnus crepidater,Longnose velvet dogfish,Pailona Ã  long nez,Sapata negra,ÙƒÙ„Ø¨ Ø§Ù„Ø¨Ø_Ø± Ø¨Ø±ØªØºØ§Ù„Ù_ Ø°Ùˆ Ù…Ù†Ù‚Ø§Ø± Ø·ÙˆÙ_Ù„,é•¿åê»èç†é_¨,_ê_ºÑƒ_»_° _´_»_¸__________ÑÅ_°Ñè _±_µ_»_____»_°_·_°Ñè,Centroscymnus crepidater,(Bocage & Capello 1864),SQUALIDAE,SQUALIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.","Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
